Genome project	Gene stable ID	Chromosome/scaffold name	Gene biotype	GO term name	InterPro short description	Paralogue gene stable ID
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005090
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005087
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005080
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005086
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005093
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005082
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005101
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00021310
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005103
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005081
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005104
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005109
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005096
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005097
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005095
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005091
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005085
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005105
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005089
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005107
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005098
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005083
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005111
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005110
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00044464
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005136
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005132
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005134
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005135
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005131
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005133
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005112
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005117
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005126
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005128
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005127
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005122
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005121
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005116
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005123
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005124
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005118
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005129
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005119
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005142
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005138
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005144
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005140
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005145
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005146
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005147
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00044099
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005137
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00021570
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005141
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00005143
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Srd	WBGene00021572
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005079
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005108
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005094
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005106
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005088
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005099
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005090
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005087
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005080
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005086
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005093
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005082
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005101
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00021310
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005103
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005081
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005104
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005109
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005096
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005097
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005095
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005091
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005085
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005105
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005089
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005107
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005098
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005083
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005111
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005110
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00044464
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005136
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005132
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005134
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005135
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005131
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005133
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005112
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005117
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005126
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005128
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005127
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005122
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005121
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005116
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005123
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005124
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005118
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005129
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005119
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005142
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005138
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005144
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005140
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005145
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005146
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005147
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00044099
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005137
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00021570
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005141
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00005143
caenorhabditis_elegans_prjna13758	WBGene00005148	V	protein_coding			WBGene00021572
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006226
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006139
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006137
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006146
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006169
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006148
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006150
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006151
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00007370
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006149
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005606
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005607
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005608
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005622
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005624
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005633
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005617
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005626
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005631
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005627
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005625
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005629
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005634
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005635
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005621
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005628
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005623
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005618
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005632
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006180
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006182
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00011518
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006157
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00008637
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006156
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006162
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006158
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006159
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006153
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006143
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00010591
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006160
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00012397
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006154
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006161
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006155
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005596
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005593
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005597
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005595
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005594
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005616
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005610
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005613
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005611
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005609
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005612
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005615
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005614
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005592
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005599
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005602
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005601
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005598
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005603
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00005591
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006147
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006165
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006085
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006145
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006144
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006083
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006167
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006164
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006166
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00003856
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006163
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006234
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006233
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006225
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006236
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006228
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00012575
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006222
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006235
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006199
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006209
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006205
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006202
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006206
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006210
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006201
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006213
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006200
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006203
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00021177
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006212
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00018915
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006204
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006140
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006208
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006241
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006244
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006247
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006240
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006242
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00011534
caenorhabditis_elegans_prjna13758	WBGene00006170	V	protein_coding	membrane	7TM_GPCR_serpentine_rcpt_Str	WBGene00006207
